,SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,MEASUREMENT_TYPE,MAXIMUM_HEIGHT
6053,1817,12463,1952,3.0,4.0,117.0,2.0,1.0,1.5
6054,1817,12464,1952,3.0,4.0,73.0,0.0,1.0,1.3
6055,1817,12466,1952,3.0,4.0,59.0,4.0,1.0,1.5
6056,1817,12467,1952,3.0,4.0,60.0,1.0,1.0,2.0
6057,1817,12468,1952,3.0,4.0,68.0,0.0,1.0,1.8
6058,1817,12470,1952,3.0,4.0,47.0,0.0,1.0,3.25
6059,1817,12471,1952,3.0,4.0,105.0,4.0,1.0,5.0
6060,1817,12540,1952,3.0,4.0,339.0,0.0,1.0,1.8
6061,1817,12435,1952,3.0,4.0,263.0,4.0,1.0,1.5
6062,1817,12436,1952,3.0,4.0,296.0,1.0,2.0,0.19
6063,1817,12439,1952,3.0,4.0,266.0,4.0,1.0,1.5
6064,1817,12440,1952,3.0,4.0,262.0,4.0,1.0,0.9
6065,1817,12441,1952,3.0,4.0,263.0,4.0,1.0,2.0
6066,1817,12442,1952,3.0,4.0,262.0,0.0,1.0,0.7
6069,1817,12447,1952,3.0,4.0,57.0,0.0,1.0,1.5
6070,1817,12448,1952,3.0,4.0,49.0,0.0,1.0,3.3
6071,1817,12449,1952,3.0,4.0,65.0,0.0,1.0,1.5
6072,1817,12450,1952,3.0,4.0,72.0,0.0,1.0,1.5
6073,1817,12451,1952,3.0,4.0,142.0,1.0,1.0,2.0
6074,1817,12452,1952,3.0,4.0,49.0,0.0,1.0,1.5
6075,1817,12453,1952,3.0,4.0,64.0,4.0,1.0,2.0
6076,1817,12501,1952,3.0,4.0,342.0,4.0,1.0,2.0
6077,1817,12502,1952,3.0,4.0,401.0,4.0,1.0,0.8
6078,1817,12503,1952,3.0,4.0,294.0,0.0,1.0,2.3
6079,1817,12504,1952,3.0,4.0,375.0,4.0,1.0,0.9
6080,1817,12505,1952,3.0,4.0,287.0,4.0,1.0,3.5
6081,1817,12506,1952,3.0,4.0,361.0,4.0,1.0,2.0
6082,1817,12507,1952,3.0,4.0,326.0,4.0,1.0,2.5
6083,1817,12508,1952,3.0,4.0,368.0,0.0,1.0,0.9
6084,1817,12509,1952,3.0,4.0,278.0,4.0,1.0,2.2
6085,1817,12510,1952,3.0,4.0,280.0,4.0,1.0,2.2
6086,1817,12511,1952,3.0,4.0,277.0,4.0,1.0,2.0
6087,1817,12513,1952,3.0,4.0,322.0,4.0,1.0,2.3
6088,1817,12514,1952,3.0,4.0,302.0,4.0,1.0,2.0
6089,1817,12516,1952,3.0,4.0,385.0,4.0,1.0,2.0
6090,1817,12517,1952,3.0,4.0,388.0,4.0,1.0,0.8
6091,1817,12519,1952,3.0,4.0,300.0,4.0,1.0,2.0
6092,1817,12520,1952,3.0,4.0,340.0,0.0,1.0,1.8
6093,1817,12521,1952,3.0,4.0,289.0,4.0,1.0,2.5
6094,1817,12522,1952,3.0,4.0,322.0,4.0,1.0,1.5
6095,1817,12523,1952,3.0,4.0,351.0,4.0,1.0,1.0
6096,1817,12483,1952,3.0,4.0,126.0,4.0,1.0,2.58
6104,1817,3132,1952,3.0,4.0,128.0,4.0,2.939106274600602,6.5
6105,1817,3195,1952,3.0,4.0,267.0,4.0,1.0,2.3
6106,1817,3199,1952,3.0,4.0,402.0,4.0,2.939106274600602,2.0
6107,1817,3200,1952,3.0,4.0,255.0,1.0,1.0,2.3
6108,1817,3202,1952,3.0,4.0,298.0,4.0,1.0,0.3
6110,1817,3215,1952,3.0,4.0,253.0,4.0,1.0,1.0
6111,1817,3216,1952,3.0,4.0,350.0,0.0,1.0,1.0
6112,1817,3218,1952,3.0,4.0,358.0,1.0,2.939106274600602,2.0
6113,1817,3220,1952,3.0,4.0,385.0,0.0,1.0,2.0
6114,1817,3222,1952,3.0,4.0,255.0,1.0,2.939106274600602,3.0
6115,1817,3226,1952,3.0,4.0,255.0,0.0,1.0,2.0
6116,1817,12472,1952,3.0,4.0,101.0,0.0,2.0,0.45
6117,1817,12473,1952,3.0,4.0,102.0,4.0,1.0,1.4
6118,1817,12474,1952,3.0,4.0,44.0,0.0,1.0,1.5
6119,1817,12475,1952,3.0,4.0,106.0,1.0,1.0,2.0
6120,1817,12476,1952,3.0,4.0,150.0,2.0,1.0,1.5
6121,1817,12477,1952,3.0,4.0,126.0,4.0,1.0,3.91
6122,1817,12479,1952,3.0,4.0,56.0,0.0,1.0,3.16
6123,1817,12480,1952,3.0,4.0,52.0,4.0,1.0,3.0
6124,1817,12481,1952,3.0,4.0,57.0,0.0,1.0,1.4
6125,1817,12482,1952,3.0,4.0,62.0,4.0,1.0,2.67
6126,1817,12524,1952,3.0,4.0,294.0,4.0,1.0,2.5
6127,1817,12525,1952,3.0,4.0,357.0,0.0,1.0,2.5
6128,1817,12526,1952,3.0,4.0,295.0,4.0,1.0,2.3
6129,1817,12527,1952,3.0,4.0,287.0,4.0,1.0,2.5
6130,1817,12528,1952,3.0,4.0,390.0,4.0,1.0,0.7
6131,1817,12529,1952,3.0,4.0,380.0,4.0,1.0,0.7
6132,1817,12530,1952,3.0,4.0,324.0,0.0,1.0,2.0
6133,1817,12531,1952,3.0,4.0,325.0,1.0,1.0,1.5
6134,1817,12532,1952,3.0,4.0,285.0,4.0,1.0,2.2
6135,1817,12533,1952,3.0,4.0,263.0,1.0,1.0,1.2
6136,1817,12534,1952,3.0,4.0,342.0,0.0,1.0,1.5
6137,1817,12538,1952,3.0,4.0,396.0,4.0,1.0,1.0
6138,1817,12539,1952,3.0,4.0,265.0,0.0,1.0,2.5
6139,1817,12541,1952,3.0,4.0,325.0,4.0,1.0,1.2
6141,1817,12484,1952,3.0,4.0,45.0,0.0,1.0,2.0
6142,1817,12485,1952,3.0,4.0,76.0,0.0,1.0,2.0
6143,1817,12486,1952,3.0,4.0,73.0,4.0,1.0,1.5
6144,1817,12487,1952,3.0,4.0,61.0,4.0,1.0,1.7
6145,1817,12488,1952,3.0,4.0,118.0,4.0,1.0,6.54
6146,1817,12489,1952,3.0,4.0,64.0,0.0,1.0,1.5
6147,1817,12490,1952,3.0,4.0,91.0,0.0,1.0,2.7
6148,1817,12491,1952,3.0,4.0,47.0,0.0,1.0,1.6
6149,1817,12492,1952,3.0,4.0,46.0,4.0,2.939106274600602,0.9
6150,1817,12494,1952,3.0,4.0,88.0,4.0,1.0,0.75
6151,1817,12496,1952,3.0,4.0,57.0,4.0,1.0,0.9
6152,1817,12497,1952,3.0,4.0,80.0,1.0,1.0,1.3
6153,1817,12499,1952,3.0,4.0,387.0,4.0,1.0,1.0
6154,1817,12500,1952,3.0,4.0,291.0,4.0,1.0,2.3
6155,1817,12459,1952,3.0,4.0,261.0,1.0,2.0,0.32
6156,1817,12469,1952,3.0,4.0,148.0,0.0,1.0,3.2
6158,1817,12518,1952,3.0,4.0,387.0,4.0,2.0,0.5
6159,1817,12535,1952,3.0,4.0,311.0,4.0,1.0,1.0
6161,1817,3229,1952,3.0,4.0,392.0,0.0,1.0,6.5
6162,1817,3232,1952,3.0,4.0,490.0,1.0,1.0,0.1
6163,1817,3235,1952,3.0,4.0,432.0,1.0,1.0,0.6
6164,1817,3236,1952,3.0,4.0,124.0,2.0,1.0,2.0
6165,1817,3238,1952,3.0,4.0,255.0,4.0,2.939106274600602,1.5
6166,1817,3243,1952,3.0,4.0,309.0,0.0,1.0,1.0
6167,1817,3244,1952,3.0,4.0,255.0,4.0,1.0,2.3
6168,1817,3248,1952,3.0,4.0,255.0,0.0,1.0,2.3
6169,1817,3252,1952,3.0,4.0,89.0,0.0,1.0,1.8
6170,1817,3254,1952,3.0,4.0,398.0,0.0,1.0,2.0
6171,1817,3258,1952,3.0,4.0,255.0,4.0,1.0,1.2
6172,1817,3260,1952,3.0,4.0,57.0,0.0,1.0,2.5
6185,1817,3150,1952,3.0,4.0,488.0,1.0,1.0,0.4
6186,1817,3153,1952,3.0,4.0,139.0,4.0,2.939106274600602,3.3
6187,1817,3156,1952,3.0,4.0,59.0,0.0,1.0,2.5
6188,1817,3160,1952,3.0,4.0,255.0,4.0,1.0,2.5
6189,1817,3164,1952,3.0,4.0,255.0,1.0,1.0,2.3
6190,1817,3165,1952,3.0,4.0,255.0,4.0,1.0,1.2
6191,1817,3166,1952,3.0,4.0,429.0,0.0,1.0,0.3
6192,1817,3167,1952,3.0,4.0,485.0,0.0,1.0,2.3
6193,1817,3170,1952,3.0,4.0,255.0,0.0,2.0,0.6
6194,1817,3171,1952,3.0,4.0,361.0,0.0,1.0,2.5
6195,1817,3172,1952,3.0,4.0,429.0,1.0,1.0,2.5
6196,1817,27777,1952,3.0,4.0,399.0,4.0,1.0,2.3
6197,1817,27778,1952,3.0,4.0,472.0,1.0,1.0,0.8
6198,1817,12460,1952,3.0,4.0,189.0,4.0,1.0,2.6
6199,1817,27772,1952,3.0,4.0,177.0,4.0,1.0,2.3
6200,1817,12462,1952,3.0,4.0,72.0,0.0,1.0,1.5
6202,1817,3138,1952,3.0,4.0,54.0,0.0,1.0,2.7
6203,1817,3140,1952,3.0,4.0,142.0,0.0,1.0,2.0
6204,1817,3142,1952,3.0,4.0,69.0,4.0,1.0,1.0
6205,1817,3149,1952,3.0,4.0,150.0,0.0,1.0,2.3
6206,1817,3173,1952,3.0,4.0,255.0,4.0,1.0,0.1
6207,1817,3176,1952,3.0,4.0,255.0,0.0,1.0,2.3
6208,1817,3179,1952,3.0,4.0,262.0,0.0,1.0,2.3
6209,1817,3181,1952,3.0,4.0,105.0,4.0,1.0,3.8
6210,1817,3184,1952,3.0,4.0,426.0,0.0,1.0,0.3
6211,1817,3187,1952,3.0,4.0,492.0,0.0,1.0,2.2
6219,1818,28430,1952,3.0,9.0,266.0,4.0,2.0,2.3
6220,1818,28431,1952,3.0,9.0,155.0,4.0,2.0,2.3
6221,1818,12565,1952,3.0,9.0,216.0,4.0,2.0,0.15
6237,1824,12566,1952,9.0,16.0,111.0,4.0,2.0,0.15
6238,1825,12567,1952,9.0,23.0,111.0,4.0,2.0,0.05
6239,1826,12568,1952,9.0,24.0,111.0,4.0,2.0,0.15
6241,1827,12569,1952,9.0,26.0,111.0,4.0,2.0,0.05
6565,1833,29949,1953,3.0,11.0,111.0,4.0,1.0,6.0
6566,1833,12673,1953,3.0,11.0,111.0,4.0,2.0,0.05
6568,5566,29948,1953,3.0,25.0,111.0,4.0,2.0,0.05
6600,1841,3443,1953,11.0,25.0,204.0,4.0,1.0,3.0
6601,1841,3444,1953,11.0,25.0,201.0,4.0,1.0,1.8
6602,1841,3446,1953,11.0,25.0,480.0,4.0,1.0,0.05
6603,1841,12693,1953,11.0,25.0,205.0,4.0,1.0,1.5
6606,1841,3430,1953,11.0,25.0,373.0,0.0,2.0,0.1
6607,1841,12688,1953,11.0,25.0,270.0,4.0,1.0,0.8
6608,1841,12689,1953,11.0,25.0,256.0,0.0,2.0,0.14
6609,1841,12690,1953,11.0,25.0,383.0,4.0,2.0,0.08
6610,1841,12691,1953,11.0,25.0,282.0,4.0,2.0,0.13
6612,1841,12674,1953,11.0,25.0,204.0,4.0,1.0,3.0
6613,1841,12675,1953,11.0,25.0,180.0,4.0,1.0,0.66
6614,1841,12676,1953,11.0,25.0,185.0,4.0,1.0,1.5
6615,1841,12677,1953,11.0,25.0,201.0,4.0,1.0,0.48
6616,1841,12678,1953,11.0,25.0,207.0,4.0,1.0,1.2
6617,1841,12679,1953,11.0,25.0,334.0,0.0,2.0,0.15
6622,1841,12686,1953,11.0,25.0,452.0,4.0,2.0,0.05
6623,1841,12687,1953,11.0,25.0,479.0,1.0,2.0,0.39
6624,1841,12684,1953,11.0,25.0,230.0,0.0,2.0,0.17
6626,1841,28432,1953,11.0,25.0,209.0,4.0,2.0,0.5
6630,1841,3428,1953,11.0,25.0,209.0,0.0,1.0,3.0
6631,1841,3437,1953,11.0,25.0,201.0,0.0,1.0,1.82
6632,1841,3442,1953,11.0,25.0,263.0,4.0,1.0,0.8
6650,1847,12696,1954,11.0,18.0,190.0,4.0,2.0,2.3
6651,1847,12697,1954,11.0,18.0,247.0,4.0,2.0,2.3
6652,1847,12698,1954,11.0,18.0,90.0,4.0,2.0,2.3
6663,1855,12699,1956,3.0,5.0,35.0,4.0,2.0,0.07
6777,1863,12700,1956,8.0,12.0,119.0,4.0,2.0,0.23
7153,1884,12727,1958,11.0,6.0,344.0,4.0,2.0,0.22
7154,1884,12728,1958,11.0,6.0,323.0,4.0,1.0,1.0
7156,1884,12731,1958,11.0,6.0,317.0,4.0,2.0,0.8
7157,1884,12732,1958,11.0,6.0,377.0,0.0,2.0,0.16
7158,1884,12733,1958,11.0,6.0,411.0,4.0,2.0,0.09
7161,1884,12736,1958,11.0,6.0,271.0,0.0,2.0,0.6
7178,1884,12730,1958,11.0,6.0,276.0,4.0,2.0,0.81
7180,1884,12737,1958,11.0,6.0,488.0,4.0,2.0,0.46
7206,1886,12760,1959,1.0,22.0,194.0,4.0,2.0,0.08
7207,1886,12759,1959,1.0,22.0,131.0,0.0,2.0,0.08
7208,1886,3762,1959,1.0,22.0,113.0,0.0,2.0,0.1
7209,1886,3764,1959,1.0,22.0,193.0,0.0,2.0,0.08
7210,1886,12765,1959,1.0,22.0,136.0,0.0,2.0,0.13
7211,1886,12764,1959,1.0,22.0,113.0,0.0,2.0,0.06
7212,1886,12763,1959,1.0,22.0,108.0,0.0,2.0,0.45
7213,1886,12761,1959,1.0,22.0,198.0,0.0,2.0,0.18
7214,1886,12762,1959,1.0,22.0,240.0,0.0,2.0,0.08
7231,1893,12766,1959,10.0,26.0,285.0,4.0,2.0,0.04
7232,1893,12771,1959,10.0,26.0,174.0,0.0,2.0,0.11
7233,1893,12770,1959,10.0,26.0,261.0,0.0,2.0,0.04
7234,1893,12772,1959,10.0,26.0,172.0,0.0,2.0,0.02
7235,1893,12767,1959,10.0,26.0,213.0,0.0,2.0,0.03
7236,1893,12768,1959,10.0,26.0,266.0,4.0,2.0,0.05
7237,1893,12769,1959,10.0,26.0,228.0,4.0,2.0,0.05
7238,1893,3786,1959,10.0,26.0,266.0,4.0,2.0,0.03
7241,1898,12784,1960,3.0,20.0,129.0,4.0,1.0,0.3
7242,1898,12783,1960,3.0,20.0,121.0,4.0,1.0,0.4
7243,1898,12782,1960,3.0,20.0,122.0,0.0,2.0,0.17
7244,1898,12781,1960,3.0,20.0,143.0,0.0,2.0,0.15
7245,1898,12780,1960,3.0,20.0,269.0,0.0,2.0,0.2
7246,1898,12779,1960,3.0,20.0,350.0,1.0,2.0,0.1
7247,1898,12777,1960,3.0,20.0,362.0,0.0,2.0,0.1
7248,1898,12776,1960,3.0,20.0,427.0,0.0,2.0,0.09
7249,1898,12775,1960,3.0,20.0,310.0,1.0,2.0,0.17
7250,1898,12774,1960,3.0,20.0,386.0,1.0,2.0,0.26
7251,1898,12773,1960,3.0,20.0,178.0,0.0,2.0,0.41
7252,1898,12788,1960,3.0,20.0,126.0,4.0,1.0,0.3
7253,1898,12786,1960,3.0,20.0,140.0,4.0,1.0,0.63
7254,1898,12785,1960,3.0,20.0,137.0,4.0,1.0,0.4
7255,1898,12791,1960,3.0,20.0,227.0,0.0,1.0,1.0
7256,1898,12790,1960,3.0,20.0,220.0,0.0,2.0,0.05
7257,1898,12778,1960,3.0,20.0,347.0,4.0,2.0,0.08
7258,1898,12787,1960,3.0,20.0,121.0,4.0,1.0,0.5
7259,1898,12789,1960,3.0,20.0,234.0,0.0,2.0,0.21
7260,1899,12794,1960,3.0,23.0,360.0,4.0,2.0,0.06
7261,1899,12803,1960,3.0,23.0,222.0,0.0,2.0,0.05
7262,1899,12800,1960,3.0,23.0,152.0,4.0,2.0,0.75
7263,1899,12799,1960,3.0,23.0,150.0,0.0,2.0,0.08
7264,1899,12793,1960,3.0,23.0,368.0,0.0,2.0,0.09
7265,1899,12798,1960,3.0,23.0,157.0,0.0,2.0,0.1
7266,1899,12801,1960,3.0,23.0,226.0,0.0,2.0,0.15
7267,1899,12792,1960,3.0,23.0,224.0,4.0,2.0,0.08
7268,1899,12796,1960,3.0,23.0,402.0,4.0,2.0,0.04
7269,1899,12797,1960,3.0,23.0,318.0,0.0,2.0,0.05
7270,1899,12795,1960,3.0,23.0,459.0,0.0,2.0,0.05
7271,1899,12802,1960,3.0,23.0,213.0,0.0,2.0,0.02
7315,1902,4015,1960,5.0,22.0,255.0,4.0,2.939106274600602,2.3
8012,1902,19583,1960,5.0,22.0,255.0,4.0,1.0,2.3
8013,1902,19584,1960,5.0,22.0,255.0,4.0,1.0,2.3
8014,1902,19585,1960,5.0,22.0,255.0,4.0,1.0,2.3
8015,1902,19586,1960,5.0,22.0,255.0,4.0,1.0,2.3
8471,1905,13334,1960,7.0,29.0,217.0,1.0,2.0,0.06
8472,1905,4107,1960,7.0,29.0,63.0,0.0,2.0,0.09
8473,1905,13337,1960,7.0,29.0,239.0,4.0,2.0,0.3
8474,1905,13336,1960,7.0,29.0,85.0,0.0,2.0,0.05
8475,1905,13335,1960,7.0,29.0,59.0,4.0,2.0,0.09
8495,1912,27780,1961,1.0,16.0,106.0,0.0,2.0,2.3
8496,1910,13340,1961,1.0,16.0,163.0,0.0,2.0,0.21
8497,1910,13339,1961,1.0,16.0,132.0,0.0,2.0,0.04
8498,1910,13342,1961,1.0,16.0,265.0,0.0,2.0,0.2
8499,1912,13344,1961,1.0,16.0,121.0,0.0,2.0,0.18
8500,1911,13343,1961,1.0,16.0,137.0,4.0,2.0,0.2
8501,1910,13341,1961,1.0,16.0,159.0,4.0,2.0,0.07
8502,1911,10541,1961,1.0,16.0,0.0,4.0,2.939106274600602,0.21
8503,1912,13346,1961,1.0,16.0,236.0,0.0,2.0,0.06
8504,1912,13345,1961,1.0,16.0,119.0,0.0,2.0,0.03
8505,1910,4130,1961,1.0,16.0,158.0,0.0,2.0,0.1
8506,1913,4133,1961,2.0,12.0,388.0,4.0,2.0,0.04
8507,1913,4135,1961,2.0,12.0,255.0,4.0,2.939106274600602,1.0
8508,1913,13348,1961,2.0,12.0,288.0,4.0,2.0,0.07
8509,1913,13349,1961,2.0,12.0,386.0,4.0,2.0,0.04
8510,1913,13347,1961,2.0,12.0,189.0,4.0,2.0,0.07
8511,1914,13360,1961,2.0,26.0,272.0,1.0,2.0,0.07
8512,1914,13359,1961,2.0,26.0,171.0,0.0,2.0,0.5
8513,1914,13352,1961,2.0,26.0,195.0,1.0,2.0,0.13
8514,1914,4146,1961,2.0,26.0,255.0,0.0,2.0,0.4
8515,1914,13371,1961,2.0,26.0,427.0,0.0,2.0,0.15
8517,1914,13355,1961,2.0,26.0,421.0,1.0,2.0,0.07
8518,1914,4148,1961,2.0,26.0,255.0,0.0,2.0,0.1
8519,1914,13362,1961,2.0,26.0,36.0,0.0,2.0,0.34
8520,1914,4147,1961,2.0,26.0,47.0,0.0,2.0,0.1
8523,1914,13351,1961,2.0,26.0,166.0,4.0,2.0,0.35
8524,1914,13353,1961,2.0,26.0,214.0,1.0,2.0,0.14
8525,1914,13354,1961,2.0,26.0,147.0,1.0,2.0,0.07
8526,1914,13356,1961,2.0,26.0,123.0,0.0,2.0,0.13
8528,1914,13361,1961,2.0,26.0,495.0,4.0,2.0,0.07
8529,1914,4152,1961,2.0,26.0,255.0,0.0,2.0,0.1
8530,1914,4151,1961,2.0,26.0,495.0,4.0,2.0,0.07
8531,1914,4141,1961,2.0,26.0,93.0,0.0,2.0,0.62
8532,1914,4140,1961,2.0,26.0,255.0,0.0,2.0,0.1
8533,1914,4139,1961,2.0,26.0,255.0,0.0,2.0,0.1
8534,1914,13363,1961,2.0,26.0,58.0,4.0,2.0,0.08
8535,1914,13364,1961,2.0,26.0,93.0,0.0,2.0,0.45
8536,1914,13365,1961,2.0,26.0,41.0,4.0,1.0,0.3
8537,1914,13366,1961,2.0,26.0,34.0,4.0,1.0,0.65
8538,1914,4156,1961,2.0,26.0,268.0,0.0,2.0,0.1
8539,1914,4155,1961,2.0,26.0,262.0,0.0,2.0,0.05
8540,1914,13367,1961,2.0,26.0,134.0,4.0,2.0,0.08
8541,1914,13368,1961,2.0,26.0,152.0,4.0,2.0,0.05
8542,1914,13369,1961,2.0,26.0,374.0,4.0,2.0,2.3
8543,1914,13358,1961,2.0,26.0,186.0,4.0,2.0,0.05
8551,1920,4165,1961,7.0,18.0,315.0,0.0,2.0,0.05
8552,1920,13374,1961,7.0,18.0,370.0,0.0,2.0,0.11
8553,1920,13373,1961,7.0,18.0,262.0,0.0,2.0,0.06
8554,1920,13372,1961,7.0,18.0,235.0,1.0,2.0,0.02
8555,1920,13375,1961,7.0,18.0,224.0,0.0,2.0,0.03
8559,1924,13380,1961,8.0,11.0,50.0,4.0,2.0,0.08
8560,1924,13381,1961,8.0,11.0,197.0,4.0,2.0,0.06
8561,1924,13382,1961,8.0,11.0,246.0,4.0,2.0,0.05
8562,1924,4176,1961,8.0,11.0,199.0,0.0,2.0,0.04
8563,1924,4177,1961,8.0,11.0,440.0,1.0,2.0,0.1
8564,1924,13378,1961,8.0,11.0,42.0,0.0,2.0,0.06
8565,1924,13383,1961,8.0,11.0,435.0,4.0,2.0,0.03
8566,1924,13377,1961,8.0,11.0,422.0,4.0,2.0,0.03
8567,1924,13379,1961,8.0,11.0,100.0,0.0,2.0,0.06
8568,1927,13384,1961,11.0,15.0,424.0,4.0,2.0,0.07
8569,1927,13386,1961,11.0,15.0,113.0,0.0,2.0,0.04
8570,1927,13387,1961,11.0,15.0,73.0,4.0,2.0,0.08
8571,1927,13388,1961,11.0,15.0,199.0,4.0,2.0,0.05
8572,1927,13391,1961,11.0,15.0,460.0,4.0,2.0,0.02
8573,1927,4183,1961,11.0,15.0,201.0,0.0,2.0,0.1
8574,1927,13385,1961,11.0,15.0,65.0,0.0,2.0,0.07
8575,1927,13389,1961,11.0,15.0,248.0,0.0,2.0,0.05
8580,1929,13393,1962,4.0,12.0,206.0,0.0,2.0,0.15
8581,1929,13392,1962,4.0,12.0,307.0,0.0,2.0,0.04
8582,1929,13395,1962,4.0,12.0,272.0,4.0,2.0,0.04
8583,1929,13400,1962,4.0,12.0,120.0,4.0,2.0,0.5
8584,1929,13397,1962,4.0,12.0,187.0,0.0,2.0,0.02
8585,1929,13394,1962,4.0,12.0,160.0,4.0,2.0,0.13
8586,1929,13398,1962,4.0,12.0,111.0,0.0,2.0,0.28
8587,1929,4196,1962,4.0,12.0,272.0,0.0,2.0,0.04
8588,1929,4195,1962,4.0,12.0,157.0,0.0,2.0,0.13
8589,1929,13401,1962,4.0,12.0,125.0,0.0,2.0,0.09
8590,1929,13396,1962,4.0,12.0,152.0,0.0,2.0,0.14
8591,1929,13399,1962,4.0,12.0,120.0,0.0,2.0,0.21
8592,1930,13402,1962,4.0,23.0,268.0,0.0,2.0,0.07
8593,1930,4200,1962,4.0,23.0,49.0,0.0,2.0,0.07
8594,1930,13403,1962,4.0,23.0,181.0,0.0,2.0,0.04
8595,1930,4201,1962,4.0,23.0,288.0,0.0,2.0,0.1
8596,1930,13409,1962,4.0,23.0,326.0,4.0,2.0,0.02
8597,1930,13408,1962,4.0,23.0,283.0,4.0,2.939106274600602,0.04
8598,1930,13407,1962,4.0,23.0,93.0,0.0,2.0,0.04
8599,1930,13406,1962,4.0,23.0,194.0,4.0,2.0,2.3
8600,1930,13404,1962,4.0,23.0,95.0,0.0,2.0,0.05
8601,1930,13405,1962,4.0,23.0,48.0,4.0,2.0,0.08
8634,1946,10543,1963,10.0,12.0,60.0,4.0,2.939106274600602,0.05
8636,1946,13410,1963,10.0,12.0,323.0,4.0,2.0,0.09
8639,1947,13416,1963,10.0,13.0,440.0,4.0,2.0,0.39
8645,1947,13415,1963,10.0,13.0,446.0,4.0,2.0,0.35
8647,1947,13418,1963,10.0,13.0,377.0,4.0,2.0,0.74
8648,1947,13419,1963,10.0,13.0,479.0,4.0,2.0,0.45
8723,1947,4231,1963,10.0,13.0,359.0,4.0,2.939106274600602,1.4
8729,1948,13462,1963,10.0,20.0,433.0,4.0,2.0,0.36
9033,1954,4477,1964,3.0,28.0,255.0,4.0,2.0,0.3
9172,1957,27811,1964,5.0,5.0,88.0,4.0,2.0,0.09
9174,1957,13522,1964,5.0,7.0,155.0,4.0,2.0,0.28
9175,1957,4576,1964,5.0,7.0,173.0,0.0,2.0,0.2
9176,1957,4572,1964,5.0,7.0,112.0,0.0,2.0,0.1
9177,1957,13531,1964,5.0,7.0,169.0,0.0,2.0,0.1
9178,1957,4585,1964,5.0,7.0,265.0,0.0,2.0,0.1
9179,1957,13525,1964,5.0,7.0,353.0,1.0,2.0,0.09
9180,1957,13517,1964,5.0,7.0,88.0,4.0,1.0,0.45
9181,1957,28504,1964,5.0,7.0,85.0,4.0,1.0,2.3
9182,1957,28505,1964,5.0,7.0,85.0,4.0,1.0,1.3
9183,1957,28506,1964,5.0,7.0,88.0,4.0,1.0,1.2
9186,1957,13528,1964,5.0,7.0,271.0,4.0,2.0,0.08
9187,1957,13527,1964,5.0,7.0,260.0,4.0,2.0,0.09
9188,1957,13526,1964,5.0,7.0,263.0,4.0,2.0,0.12
9189,1957,13524,1964,5.0,7.0,238.0,1.0,2.0,0.24
9190,1957,13523,1964,5.0,7.0,251.0,1.0,2.0,0.2
9191,1957,13521,1964,5.0,7.0,214.0,4.0,2.0,0.13
9192,1957,28507,1964,5.0,7.0,76.0,4.0,1.0,0.6
9193,1957,28508,1964,5.0,7.0,80.0,4.0,1.0,0.3
9194,5422,28660,1964,5.0,7.0,189.0,4.0,2.0,2.3
9195,5422,28661,1964,5.0,7.0,116.0,4.0,2.0,2.3
9196,1957,4593,1964,5.0,7.0,369.0,0.0,2.0,0.1
9197,1957,4573,1964,5.0,7.0,112.0,4.0,1.0,2.3
9198,1957,4577,1964,5.0,7.0,86.0,0.0,2.0,0.09
9200,1957,4584,1964,5.0,7.0,206.0,0.0,2.0,0.1
9201,1957,4587,1964,5.0,7.0,358.0,1.0,2.0,0.2
9202,1957,4579,1964,5.0,7.0,255.0,4.0,2.0,0.45
9203,1957,13514,1964,5.0,7.0,87.0,4.0,2.0,0.1
9204,1957,13515,1964,5.0,7.0,85.0,0.0,2.0,0.25
9205,1957,13516,1964,5.0,7.0,111.0,0.0,2.0,0.1
9206,1957,13518,1964,5.0,7.0,84.0,0.0,2.0,0.16
9207,1957,13519,1964,5.0,7.0,106.0,4.0,2.0,0.09
9208,1957,13520,1964,5.0,7.0,198.0,0.0,2.0,0.15
9220,1959,13543,1964,6.0,16.0,187.0,4.0,2.0,0.16
9221,1959,13544,1964,6.0,16.0,144.0,4.0,1.0,0.8
9222,1959,13545,1964,6.0,16.0,277.0,1.0,2.0,0.16
9223,1959,13614,1964,6.0,16.0,116.0,4.0,1.0,0.4
9224,1959,13615,1964,6.0,16.0,112.0,4.0,1.0,0.3
9225,1959,13616,1964,6.0,16.0,112.0,4.0,1.0,0.3
9226,1959,13618,1964,6.0,16.0,104.0,4.0,1.0,0.5
9227,1959,13619,1964,6.0,16.0,119.0,0.0,1.0,1.4
9228,1959,13620,1964,6.0,16.0,96.0,4.0,1.0,0.9
9229,1959,13621,1964,6.0,16.0,34.0,4.0,1.0,3.0
9230,1959,4639,1964,6.0,16.0,85.0,0.0,2.0,1.28
9231,1959,4624,1964,6.0,16.0,125.0,0.0,2.0,0.65
9232,1959,16485,1964,6.0,16.0,255.0,4.0,1.0,0.15
9233,1959,16486,1964,6.0,16.0,255.0,4.0,1.0,0.55
9234,1959,16487,1964,6.0,16.0,255.0,4.0,1.0,2.3
9235,1959,16482,1964,6.0,16.0,108.0,0.0,2.0,0.41
9236,1959,13540,1964,6.0,16.0,143.0,4.0,1.0,0.8
