,SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,MEASUREMENT_TYPE,MAXIMUM_HEIGHT
13936,2406,30168,2003,9.0,25.0,99.0,4.0,5.0,2.5
13937,2406,30169,2003,9.0,25.0,99.0,4.0,5.0,2.5
13938,2406,30170,2003,9.0,25.0,99.0,4.0,5.0,3.3
13939,2406,30171,2003,9.0,25.0,99.0,4.0,5.0,2.2
13940,2406,30172,2003,9.0,25.0,99.0,4.0,5.0,2.2
13941,2406,30173,2003,9.0,25.0,99.0,4.0,5.0,2.7
13942,2406,30174,2003,9.0,25.0,99.0,4.0,5.0,2.6
13943,2406,30175,2003,9.0,25.0,99.0,4.0,5.0,2.6
13944,2406,30176,2003,9.0,25.0,99.0,4.0,5.0,2.3
13945,2406,30192,2003,9.0,25.0,99.0,4.0,5.0,2.6
13946,2406,30193,2003,9.0,25.0,99.0,4.0,5.0,2.5
13947,2406,30194,2003,9.0,25.0,99.0,4.0,5.0,2.7
13948,2406,30195,2003,9.0,25.0,99.0,4.0,5.0,2.3
13949,2406,30196,2003,9.0,25.0,99.0,4.0,5.0,1.7
13950,2406,30197,2003,9.0,25.0,98.0,4.0,5.0,1.9
13951,2406,30198,2003,9.0,25.0,98.0,4.0,5.0,2.2
13952,2406,30199,2003,9.0,25.0,100.0,4.0,5.0,1.8
13953,2406,30200,2003,9.0,25.0,101.0,4.0,5.0,2.7
13954,2406,30201,2003,9.0,25.0,109.0,4.0,5.0,2.5
13955,2406,30202,2003,9.0,25.0,111.0,4.0,5.0,1.2
13956,2406,30203,2003,9.0,25.0,111.0,4.0,5.0,1.9
13957,2406,30204,2003,9.0,25.0,111.0,4.0,5.0,2.4
13958,2406,30205,2003,9.0,25.0,111.0,4.0,5.0,1.1
13959,2406,30206,2003,9.0,25.0,111.0,4.0,5.0,2.1
13960,2406,30207,2003,9.0,25.0,116.0,4.0,5.0,2.2
13961,2406,30208,2003,9.0,25.0,123.0,4.0,5.0,1.5
13962,2406,30209,2003,9.0,25.0,125.0,4.0,5.0,2.3
13963,2406,30210,2003,9.0,25.0,127.0,4.0,5.0,1.9
13964,2406,30211,2003,9.0,25.0,127.0,4.0,5.0,2.6
13965,2406,30212,2003,9.0,25.0,127.0,4.0,5.0,1.8
13966,2406,30213,2003,9.0,25.0,127.0,4.0,5.0,1.7
13967,2406,30214,2003,9.0,25.0,127.0,4.0,5.0,2.5
13968,2406,30215,2003,9.0,25.0,133.0,4.0,5.0,2.0
13969,2406,30216,2003,9.0,25.0,136.0,4.0,5.0,1.6
13970,2406,30217,2003,9.0,25.0,136.0,4.0,5.0,1.6
13971,2406,30218,2003,9.0,25.0,135.0,4.0,5.0,1.4
13972,2406,30150,2003,9.0,25.0,91.0,4.0,5.0,2.6
13973,2406,30151,2003,9.0,25.0,91.0,4.0,5.0,2.6
13974,2406,30152,2003,9.0,25.0,92.0,4.0,5.0,3.3
13975,2406,30153,2003,9.0,25.0,92.0,4.0,5.0,3.3
13976,2406,30154,2003,9.0,25.0,93.0,4.0,5.0,3.0
13985,2406,30149,2003,9.0,25.0,89.0,4.0,5.0,2.9
13986,2406,30115,2003,9.0,25.0,72.0,4.0,5.0,2.6
13987,2406,30116,2003,9.0,25.0,72.0,4.0,5.0,2.6
13988,2406,30117,2003,9.0,25.0,72.0,4.0,5.0,2.6
13989,2406,30118,2003,9.0,25.0,72.0,4.0,5.0,2.6
13990,2406,30119,2003,9.0,25.0,72.0,4.0,5.0,2.6
13991,2406,30120,2003,9.0,25.0,72.0,4.0,5.0,2.6
13992,2406,30121,2003,9.0,25.0,72.0,4.0,5.0,2.6
13993,2406,30122,2003,9.0,25.0,72.0,4.0,5.0,2.6
13994,2406,30123,2003,9.0,25.0,72.0,4.0,5.0,2.6
13995,2406,30185,2003,9.0,25.0,99.0,4.0,5.0,3.0
13996,2406,30186,2003,9.0,25.0,99.0,4.0,5.0,2.9
13997,2406,30187,2003,9.0,25.0,99.0,4.0,5.0,3.2
13998,2406,30188,2003,9.0,25.0,99.0,4.0,5.0,2.8
13999,2406,30189,2003,9.0,25.0,99.0,4.0,5.0,2.5
14000,2406,30190,2003,9.0,25.0,116.0,4.0,5.0,2.8
14001,2406,30191,2003,9.0,25.0,99.0,4.0,5.0,2.7
14002,2406,30136,2003,9.0,25.0,81.0,4.0,5.0,2.9
14003,2406,30137,2003,9.0,25.0,83.0,4.0,5.0,3.4
14004,2406,30138,2003,9.0,25.0,83.0,4.0,5.0,3.3
14005,2406,30139,2003,9.0,25.0,84.0,4.0,5.0,2.3
14006,2406,30140,2003,9.0,25.0,83.0,4.0,5.0,3.1
14007,2406,30141,2003,9.0,25.0,83.0,4.0,5.0,2.6
14008,2406,30142,2003,9.0,25.0,83.0,4.0,5.0,4.0
14009,2406,30143,2003,9.0,25.0,87.0,4.0,5.0,4.0
14010,2406,30144,2003,9.0,25.0,87.0,4.0,5.0,3.4
14011,2406,30145,2003,9.0,25.0,87.0,4.0,5.0,4.1
14012,2406,30146,2003,9.0,25.0,87.0,4.0,5.0,3.3
14013,2406,30147,2003,9.0,25.0,87.0,4.0,5.0,3.0
14014,2406,30148,2003,9.0,25.0,89.0,4.0,5.0,4.0
14015,2406,30095,2003,9.0,25.0,57.0,4.0,5.0,2.2
14016,2406,30096,2003,9.0,25.0,57.0,4.0,5.0,1.9
14017,2406,30097,2003,9.0,25.0,56.0,4.0,5.0,2.7
14018,2406,30098,2003,9.0,25.0,60.0,4.0,5.0,2.4
14019,2406,30099,2003,9.0,25.0,67.0,4.0,5.0,2.5
14020,2406,30100,2003,9.0,25.0,67.0,4.0,5.0,2.9
14021,2406,30101,2003,9.0,25.0,71.0,4.0,5.0,3.2
14022,2406,30102,2003,9.0,25.0,72.0,4.0,5.0,2.3
14023,2406,30103,2003,9.0,25.0,72.0,4.0,5.0,2.7
14024,2406,30104,2003,9.0,25.0,72.0,4.0,5.0,3.0
14025,2406,30105,2003,9.0,25.0,72.0,4.0,5.0,3.1
14026,2406,30106,2003,9.0,25.0,72.0,4.0,5.0,2.4
14027,2406,30107,2003,9.0,25.0,72.0,4.0,5.0,2.7
14028,2406,30108,2003,9.0,25.0,72.0,4.0,5.0,2.6
14029,2406,30109,2003,9.0,25.0,72.0,4.0,5.0,2.7
14030,2406,30110,2003,9.0,25.0,72.0,4.0,5.0,2.7
14031,2406,30111,2003,9.0,25.0,72.0,4.0,5.0,2.8
14032,2406,11726,2003,9.0,25.0,144.0,4.0,1.0,2.5
14033,2406,15604,2003,9.0,25.0,135.0,0.0,2.0,0.65
14034,2406,15605,2003,9.0,25.0,219.0,4.0,2.0,0.45
14035,2406,15606,2003,9.0,25.0,102.0,1.0,2.0,0.65
14036,2406,15607,2003,9.0,25.0,331.0,4.0,2.0,0.25
14037,2406,15608,2003,9.0,25.0,290.0,0.0,2.0,0.3
14038,2406,15609,2003,9.0,25.0,361.0,0.0,2.0,0.1
14039,2406,15610,2003,9.0,25.0,441.0,4.0,2.0,0.1
14041,2406,15601,2003,9.0,25.0,245.0,0.0,2.0,0.5
14043,2406,15603,2003,9.0,25.0,264.0,1.0,2.0,0.4
14045,2406,11721,2003,9.0,25.0,212.0,4.0,1.0,1.3
14046,2406,11722,2003,9.0,25.0,134.0,4.0,1.0,2.0
14048,2406,11710,2003,9.0,25.0,173.0,4.0,2.0,1.3
14049,2406,11711,2003,9.0,25.0,156.0,4.0,2.0,1.14
14050,2406,11712,2003,9.0,25.0,121.0,4.0,2.0,0.53
14051,2406,11713,2003,9.0,25.0,140.0,4.0,2.0,0.53
14052,2406,11714,2003,9.0,25.0,210.0,4.0,2.0,0.96
14053,2406,11715,2003,9.0,25.0,193.0,4.0,2.0,1.09
14054,2406,11716,2003,9.0,25.0,226.0,4.0,2.0,0.64
14055,2406,11717,2003,9.0,25.0,251.0,4.0,2.0,0.26
14056,2406,11718,2003,9.0,25.0,276.0,4.0,2.0,0.31
14057,2406,11719,2003,9.0,25.0,245.0,4.0,2.0,0.5
14058,2406,11720,2003,9.0,25.0,228.0,4.0,2.0,0.48
14059,2406,11666,2003,9.0,25.0,102.0,4.0,1.0,1.5
14060,2406,11667,2003,9.0,25.0,73.0,4.0,1.0,2.8
14061,2406,11668,2003,9.0,25.0,58.0,4.0,1.0,3.9
14071,2406,11723,2003,9.0,25.0,322.0,4.0,1.0,2.9
14072,2406,11724,2003,9.0,25.0,86.0,4.0,1.0,3.4
14073,2406,10480,2003,9.0,25.0,57.0,4.0,1.0,2.8
14074,2406,11231,2003,9.0,25.0,212.0,0.0,2.0,0.9
14076,2406,11234,2003,9.0,25.0,73.0,1.0,2.0,2.54
14080,2428,10483,2003,10.0,31.0,212.0,0.0,2.0,0.06
14081,2428,6793,2003,10.0,31.0,112.0,0.0,2.0,0.32
14082,2428,10481,2003,10.0,31.0,154.0,0.0,2.0,0.22
14083,2428,10482,2003,10.0,31.0,174.0,0.0,2.0,0.06
14108,2436,10586,2004,9.0,5.0,85.0,0.0,2.0,0.28
14109,2436,10587,2004,9.0,5.0,133.0,0.0,2.0,0.14
14111,2436,10585,2004,9.0,5.0,89.0,0.0,2.0,0.34
14112,2436,10584,2004,9.0,5.0,119.0,0.0,2.0,0.29
14113,2436,10583,2004,9.0,5.0,269.0,0.0,2.0,0.3
14114,2437,10591,2004,9.0,5.0,450.0,1.0,2.0,0.15
14115,2436,10588,2004,9.0,5.0,229.0,0.0,2.0,0.29
14116,2436,10589,2004,9.0,5.0,343.0,0.0,2.0,0.17
14118,2436,10580,2004,9.0,5.0,293.0,0.0,2.0,0.21
14119,2436,10579,2004,9.0,5.0,288.0,0.0,2.0,0.27
14120,2436,6806,2004,9.0,5.0,266.0,0.0,2.0,0.63
14121,2437,6807,2004,9.0,5.0,223.0,0.0,2.0,0.93
14122,2437,6808,2004,9.0,5.0,128.0,0.0,2.0,0.58
14123,2437,10593,2004,9.0,5.0,278.0,0.0,2.0,0.26
14124,2437,10594,2004,9.0,5.0,244.0,0.0,2.0,0.49
14125,2437,10595,2004,9.0,5.0,249.0,0.0,2.0,0.37
14127,2437,10597,2004,9.0,5.0,229.0,0.0,2.0,0.58
14128,2437,10598,2004,9.0,5.0,263.0,0.0,2.0,0.33
14129,2437,10599,2004,9.0,5.0,191.0,0.0,2.0,0.4
14130,2437,10600,2004,9.0,5.0,174.0,0.0,2.0,0.23
14131,2437,10601,2004,9.0,5.0,189.0,1.0,2.0,0.05
14132,2437,10602,2004,9.0,5.0,201.0,1.0,2.0,0.06
14133,2437,10603,2004,9.0,5.0,146.0,1.0,2.0,0.33
14134,2437,10604,2004,9.0,5.0,124.0,0.0,2.0,0.86
14135,2437,10605,2004,9.0,5.0,116.0,0.0,2.0,0.61
14136,2437,10606,2004,9.0,5.0,166.0,0.0,2.0,0.19
14137,2437,10607,2004,9.0,5.0,212.0,1.0,2.0,0.08
14138,2437,10608,2004,9.0,5.0,216.0,1.0,2.0,0.05
14139,2437,10609,2004,9.0,5.0,248.0,1.0,2.0,0.13
14140,2437,10610,2004,9.0,5.0,270.0,0.0,2.0,0.35
14141,2437,10611,2004,9.0,5.0,386.0,0.0,2.0,0.31
14142,2437,10592,2004,9.0,5.0,319.0,0.0,2.0,0.43
14143,2436,10578,2004,9.0,5.0,360.0,1.0,2.0,0.36
14154,2921,11237,2004,11.0,28.0,61.0,0.0,2.0,0.07
14155,2921,10035,2004,11.0,28.0,47.0,0.0,2.0,0.12
15769,2466,7427,2005,1.0,19.0,185.0,4.0,2.0,0.15
15770,2466,16073,2005,1.0,19.0,250.0,9.0,2.0,0.09
15771,2466,16068,2005,1.0,19.0,218.0,9.0,2.0,0.24
15772,2466,16070,2005,1.0,19.0,188.0,9.0,2.0,0.1
15773,2466,16071,2005,1.0,19.0,179.0,9.0,2.0,0.39
15774,2466,16072,2005,1.0,19.0,185.0,9.0,2.0,0.16
15775,2466,16069,2005,1.0,19.0,209.0,9.0,2.0,0.23
15776,2466,16074,2005,1.0,19.0,487.0,10.0,2.0,0.05
15779,2466,16067,2005,1.0,19.0,180.0,9.0,2.0,0.23
15849,2548,7433,2005,8.0,16.0,43.0,4.0,1.0,0.05
15850,2590,7545,2005,11.0,14.0,292.0,4.0,2.939106274600602,2.3
16418,3035,10674,2007,3.0,25.0,86.0,0.0,2.0,0.1
16419,3035,10675,2007,3.0,25.0,53.0,0.0,2.0,0.1
16647,3104,10913,2007,7.0,16.0,48.0,4.0,1.0,2.3
16650,3155,11006,2007,8.0,2.0,438.0,4.0,2.0,0.15
16651,3155,10992,2007,8.0,2.0,351.0,1.0,2.0,0.1
16653,3155,10993,2007,8.0,2.0,188.0,1.0,2.0,0.18
16654,3155,11007,2007,8.0,2.0,330.0,4.0,2.0,0.14
16858,3558,15722,2008,7.0,19.0,135.0,4.0,2.0,0.03
16859,3558,15721,2008,7.0,19.0,115.0,4.0,2.0,0.17
16860,3558,15720,2008,7.0,19.0,104.0,4.0,2.0,0.2
16864,3589,15753,2008,9.0,11.0,87.0,4.0,2.0,0.09
16947,4418,16820,2009,8.0,10.0,15.0,4.0,2.0,0.6
16948,4418,16631,2009,8.0,10.0,37.0,4.0,2.0,0.07
16949,4418,16632,2009,8.0,10.0,203.0,4.0,2.0,0.07
16950,4418,16545,2009,8.0,10.0,15.0,0.0,2.0,0.39
16951,4418,16630,2009,8.0,10.0,64.0,4.0,2.0,0.17
17648,4782,17191,2010,2.0,26.0,70.0,4.0,2.0,0.1
17649,4782,17192,2010,2.0,26.0,281.0,4.0,2.0,2.3
18671,5412,19019,2011,3.0,9.0,304.0,0.0,2.0,0.2
18672,5412,19020,2011,3.0,9.0,154.0,0.0,2.0,0.3
18673,5412,19021,2011,3.0,9.0,124.0,0.0,2.0,0.4
18674,5412,19022,2011,3.0,9.0,215.0,0.0,2.0,0.5
18675,5412,19016,2011,3.0,9.0,115.0,0.0,2.0,0.6
18676,5412,19024,2011,3.0,9.0,159.0,1.0,2.0,0.3
18677,5412,19025,2011,3.0,9.0,239.0,0.0,2.0,0.2
18678,5412,19026,2011,3.0,9.0,179.0,1.0,2.0,0.2
18679,5412,19018,2011,3.0,9.0,354.0,1.0,2.0,0.2
18680,5412,19017,2011,3.0,9.0,259.0,1.0,2.0,0.2
18681,5412,19023,2011,3.0,9.0,118.0,0.0,2.0,0.5
18682,5413,21177,2011,3.0,11.0,88.0,4.0,4.0,1.72
18684,5413,21179,2011,3.0,11.0,258.0,4.0,4.0,1.75
18685,5413,21180,2011,3.0,11.0,259.0,4.0,4.0,1.75
18694,5413,19214,2011,3.0,11.0,432.0,0.0,2.0,2.7
18695,5413,19215,2011,3.0,11.0,452.0,0.0,2.0,2.8
18710,5413,19285,2011,3.0,11.0,279.0,4.0,1.0,2.3
18714,5413,24178,2011,3.0,11.0,126.0,4.0,5.0,0.0
18715,5413,24179,2011,3.0,11.0,126.0,4.0,5.0,0.0
18716,5413,24180,2011,3.0,11.0,124.0,4.0,5.0,0.0
18717,5413,24181,2011,3.0,11.0,122.0,4.0,5.0,0.0
18718,5413,24182,2011,3.0,11.0,121.0,4.0,5.0,0.0
18720,5413,24913,2011,3.0,11.0,93.0,4.0,4.0,4.13
18727,5413,24920,2011,3.0,11.0,97.0,4.0,5.0,4.68
18746,5413,24061,2011,3.0,11.0,93.0,4.0,5.0,0.0
18747,5413,24062,2011,3.0,11.0,97.0,4.0,5.0,0.0
18748,5413,24063,2011,3.0,11.0,96.0,4.0,5.0,0.0
18749,5413,24064,2011,3.0,11.0,96.0,4.0,5.0,0.0
18750,5413,24065,2011,3.0,11.0,344.0,4.0,5.0,0.0
18751,5413,24066,2011,3.0,11.0,312.0,4.0,5.0,0.0
18752,5413,24067,2011,3.0,11.0,135.0,4.0,5.0,0.0
18753,5413,24068,2011,3.0,11.0,131.0,4.0,5.0,0.0
18754,5413,24069,2011,3.0,11.0,131.0,4.0,5.0,0.0
18755,5413,21168,2011,3.0,11.0,101.0,4.0,4.0,1.66
18756,5413,21169,2011,3.0,11.0,101.0,4.0,4.0,1.66
18757,5413,21170,2011,3.0,11.0,95.0,4.0,4.0,1.68
18759,5413,21172,2011,3.0,11.0,133.0,4.0,4.0,1.69
18760,5413,21173,2011,3.0,11.0,259.0,4.0,4.0,1.7
18761,5413,21174,2011,3.0,11.0,259.0,4.0,4.0,1.7
18762,5413,21175,2011,3.0,11.0,131.0,4.0,4.0,1.7
18763,5413,21176,2011,3.0,11.0,134.0,4.0,4.0,1.7
18764,5413,22972,2011,3.0,11.0,198.0,4.0,5.0,4.49
18765,5413,22973,2011,3.0,11.0,197.0,4.0,5.0,4.57
18766,5413,22974,2011,3.0,11.0,193.0,4.0,5.0,4.66
18767,5413,22975,2011,3.0,11.0,211.0,4.0,5.0,5.62
18770,5413,22978,2011,3.0,11.0,194.0,4.0,5.0,6.74
18781,5413,21584,2011,3.0,11.0,118.0,4.0,4.0,4.96
18782,5413,21585,2011,3.0,11.0,112.0,4.0,4.0,4.96
18783,5413,21586,2011,3.0,11.0,98.0,4.0,4.0,4.97
18784,5413,21587,2011,3.0,11.0,92.0,4.0,4.0,4.97
18785,5413,21588,2011,3.0,11.0,272.0,4.0,4.0,4.98
18786,5413,21145,2011,3.0,11.0,381.0,4.0,4.0,0.0
18787,5413,21146,2011,3.0,11.0,95.0,4.0,4.0,1.12
18788,5413,21147,2011,3.0,11.0,94.0,4.0,4.0,1.29
18789,5413,21148,2011,3.0,11.0,117.0,4.0,4.0,1.36
18790,5413,21149,2011,3.0,11.0,95.0,4.0,4.0,1.44
18791,5413,21150,2011,3.0,11.0,381.0,4.0,4.0,1.52
18792,5413,21151,2011,3.0,11.0,99.0,4.0,4.0,1.56
18793,5413,21152,2011,3.0,11.0,97.0,4.0,4.0,1.6
18794,5413,21153,2011,3.0,11.0,94.0,4.0,4.0,1.65
18795,5413,21154,2011,3.0,11.0,94.0,4.0,4.0,1.76
18796,5413,21155,2011,3.0,11.0,369.0,4.0,4.0,1.9
18797,5413,21156,2011,3.0,11.0,106.0,4.0,4.0,1.99
18798,5413,21157,2011,3.0,11.0,118.0,4.0,4.0,2.12
18799,5413,21158,2011,3.0,11.0,101.0,4.0,4.0,2.15
18800,5413,21159,2011,3.0,11.0,132.0,4.0,4.0,2.26
18801,5413,21160,2011,3.0,11.0,101.0,4.0,4.0,2.49
18802,5413,21161,2011,3.0,11.0,97.0,4.0,4.0,2.66
18803,5413,21162,2011,3.0,11.0,116.0,4.0,4.0,2.75
18804,5413,21163,2011,3.0,11.0,96.0,4.0,4.0,2.89
18805,5413,21164,2011,3.0,11.0,88.0,4.0,4.0,1.62
18806,5413,21165,2011,3.0,11.0,100.0,4.0,4.0,1.63
18807,5413,21166,2011,3.0,11.0,258.0,4.0,4.0,1.65
18808,5413,21167,2011,3.0,11.0,100.0,4.0,4.0,1.65
18822,5413,24172,2011,3.0,11.0,135.0,4.0,5.0,0.0
18823,5413,24173,2011,3.0,11.0,111.0,4.0,5.0,0.0
18825,5413,24175,2011,3.0,11.0,91.0,4.0,5.0,2.59
18827,5413,24177,2011,3.0,11.0,126.0,4.0,5.0,0.0
18833,5413,23071,2011,3.0,11.0,101.0,4.0,4.0,3.2
18834,5413,23072,2011,3.0,11.0,104.0,4.0,4.0,3.2
18835,5413,23073,2011,3.0,11.0,131.0,4.0,4.0,3.2
18836,5413,23074,2011,3.0,11.0,135.0,4.0,4.0,3.23
18837,5413,23075,2011,3.0,11.0,117.0,4.0,4.0,3.3
18838,5413,23076,2011,3.0,11.0,475.0,4.0,4.0,3.32
18839,5413,23077,2011,3.0,11.0,306.0,4.0,4.0,3.37
18840,5413,23078,2011,3.0,11.0,126.0,4.0,4.0,3.37
18841,5413,23079,2011,3.0,11.0,121.0,4.0,4.0,3.37
18842,5413,23080,2011,3.0,11.0,133.0,4.0,4.0,3.4
18843,5413,23081,2011,3.0,11.0,104.0,4.0,4.0,3.5
18844,5413,23082,2011,3.0,11.0,105.0,4.0,4.0,3.5
18845,5413,23083,2011,3.0,11.0,134.0,4.0,4.0,3.5
18846,5413,23084,2011,3.0,11.0,125.0,4.0,4.0,3.56
18847,5413,23085,2011,3.0,11.0,118.0,4.0,4.0,3.58
18848,5413,23086,2011,3.0,11.0,134.0,4.0,4.0,3.64
18849,5413,23087,2011,3.0,11.0,135.0,4.0,4.0,3.67
18850,5413,23088,2011,3.0,11.0,132.0,4.0,4.0,3.78
18865,5413,24526,2011,3.0,11.0,419.0,4.0,4.0,3.18
18867,5413,24528,2011,3.0,11.0,424.0,4.0,4.0,3.67
18869,5413,22969,2011,3.0,11.0,479.0,4.0,5.0,4.1
18870,5413,22970,2011,3.0,11.0,130.0,4.0,5.0,4.2
18871,5413,22971,2011,3.0,11.0,130.0,4.0,5.0,4.2
18875,5413,24498,2011,3.0,11.0,462.0,4.0,8.0,0.84
18899,5413,21016,2011,3.0,11.0,258.0,4.0,4.0,1.3
18900,5413,21017,2011,3.0,11.0,462.0,4.0,4.0,1.3
18901,5413,21018,2011,3.0,11.0,133.0,4.0,4.0,1.32
18902,5413,21019,2011,3.0,11.0,470.0,4.0,4.0,1.32
18903,5413,21020,2011,3.0,11.0,129.0,4.0,4.0,1.34
18904,5413,21021,2011,3.0,11.0,92.0,4.0,4.0,1.36
18905,5413,21022,2011,3.0,11.0,109.0,4.0,4.0,1.38
18906,5413,21023,2011,3.0,11.0,98.0,4.0,4.0,1.38
18907,5413,21024,2011,3.0,11.0,121.0,4.0,4.0,1.4
18908,5413,21025,2011,3.0,11.0,121.0,4.0,4.0,1.4
18910,5413,21027,2011,3.0,11.0,411.0,4.0,4.0,1.42
18912,5413,21029,2011,3.0,11.0,107.0,4.0,4.0,1.43
18913,5413,21030,2011,3.0,11.0,93.0,4.0,4.0,1.43
18914,5413,21031,2011,3.0,11.0,131.0,4.0,4.0,1.45
18915,5413,21032,2011,3.0,11.0,258.0,4.0,4.0,1.45
18916,5413,21033,2011,3.0,11.0,137.0,4.0,4.0,1.48
18917,5413,21034,2011,3.0,11.0,260.0,4.0,4.0,1.5
18918,5413,21035,2011,3.0,11.0,261.0,4.0,4.0,1.5
18919,5413,21036,2011,3.0,11.0,98.0,4.0,4.0,1.51
18921,5413,21578,2011,3.0,11.0,98.0,4.0,4.0,4.9
18922,5413,21579,2011,3.0,11.0,210.0,4.0,4.0,4.94
18923,5413,21580,2011,3.0,11.0,154.0,4.0,4.0,4.94
18924,5413,21581,2011,3.0,11.0,133.0,4.0,4.0,4.95
18925,5413,21582,2011,3.0,11.0,118.0,4.0,4.0,4.95
18926,5413,21583,2011,3.0,11.0,107.0,4.0,4.0,4.95
18927,5413,21454,2011,3.0,11.0,176.0,4.0,4.0,4.85
18928,5413,21455,2011,3.0,11.0,100.0,4.0,4.0,4.85
18929,5413,21456,2011,3.0,11.0,134.0,4.0,4.0,4.86
18930,5413,21457,2011,3.0,11.0,134.0,4.0,4.0,4.86
18931,5413,21458,2011,3.0,11.0,176.0,4.0,4.0,4.86
18932,5413,21014,2011,3.0,11.0,98.0,4.0,4.0,1.3
18933,5413,21015,2011,3.0,11.0,266.0,4.0,4.0,1.3
18934,5413,22044,2011,3.0,11.0,249.0,4.0,4.0,6.27
18935,5413,20317,2011,3.0,11.0,124.0,4.0,4.0,3.99
18936,5413,20318,2011,3.0,11.0,120.0,4.0,4.0,3.99
18937,5413,20319,2011,3.0,11.0,135.0,4.0,4.0,4.0
18938,5413,20320,2011,3.0,11.0,116.0,4.0,4.0,4.01
18939,5413,20321,2011,3.0,11.0,123.0,4.0,4.0,4.01
18940,5413,20322,2011,3.0,11.0,351.0,4.0,4.0,4.01
18941,5413,20323,2011,3.0,11.0,366.0,4.0,4.0,4.01
18942,5413,20324,2011,3.0,11.0,91.0,4.0,4.0,4.01
18943,5413,20325,2011,3.0,11.0,121.0,4.0,4.0,4.01
18944,5413,20326,2011,3.0,11.0,97.0,4.0,4.0,4.03
18945,5413,20327,2011,3.0,11.0,125.0,4.0,4.0,4.03
18946,5413,20328,2011,3.0,11.0,123.0,4.0,4.0,4.04
18947,5413,20329,2011,3.0,11.0,108.0,4.0,4.0,4.04
18948,5413,20330,2011,3.0,11.0,201.0,4.0,4.0,4.05
18949,5413,20331,2011,3.0,11.0,127.0,4.0,4.0,4.06
18950,5413,20332,2011,3.0,11.0,108.0,4.0,4.0,4.06
18951,5413,20333,2011,3.0,11.0,244.0,4.0,4.0,4.06
18952,5413,20334,2011,3.0,11.0,268.0,4.0,4.0,4.06
18960,5413,19896,2011,3.0,11.0,93.0,4.0,4.0,6.66
18961,5413,19897,2011,3.0,11.0,208.0,4.0,4.0,6.7
18984,5413,23065,2011,3.0,11.0,134.0,4.0,4.0,2.85
18985,5413,23066,2011,3.0,11.0,104.0,4.0,4.0,2.95
18986,5413,23067,2011,3.0,11.0,101.0,4.0,4.0,2.95
18987,5413,23068,2011,3.0,11.0,119.0,4.0,4.0,3.02
18988,5413,23069,2011,3.0,11.0,132.0,4.0,4.0,3.04
18989,5413,23070,2011,3.0,11.0,119.0,4.0,4.0,3.12
18990,5413,24943,2011,3.0,11.0,121.0,4.0,4.0,2.84
18991,5413,25042,2011,3.0,11.0,305.0,4.0,4.0,5.69
18992,5413,25043,2011,3.0,11.0,273.0,4.0,4.0,2.87
18993,5413,22936,2011,3.0,11.0,128.0,4.0,4.0,2.16
18994,5413,22937,2011,3.0,11.0,412.0,4.0,4.0,2.26
18995,5413,22938,2011,3.0,11.0,130.0,4.0,4.0,2.27
18996,5413,22939,2011,3.0,11.0,123.0,4.0,4.0,2.3
18997,5413,22940,2011,3.0,11.0,88.0,4.0,4.0,2.35
18998,5413,22941,2011,3.0,11.0,131.0,4.0,4.0,2.42
18999,5413,22942,2011,3.0,11.0,412.0,4.0,4.0,2.43
19000,5413,22943,2011,3.0,11.0,130.0,4.0,4.0,2.52
19001,5413,22944,2011,3.0,11.0,103.0,4.0,4.0,2.55
19026,5413,24935,2011,3.0,11.0,130.0,4.0,4.0,0.53
19034,5413,21433,2011,3.0,11.0,211.0,4.0,4.0,4.69
19035,5413,21434,2011,3.0,11.0,128.0,4.0,4.0,4.7
19036,5413,21435,2011,3.0,11.0,125.0,4.0,4.0,4.7
19037,5413,21436,2011,3.0,11.0,108.0,4.0,4.0,4.72
19038,5413,21437,2011,3.0,11.0,97.0,4.0,4.0,4.72
19039,5413,21438,2011,3.0,11.0,150.0,4.0,4.0,4.73
19040,5413,21439,2011,3.0,11.0,124.0,4.0,4.0,4.73
19041,5413,21440,2011,3.0,11.0,92.0,4.0,4.0,4.73
19042,5413,21441,2011,3.0,11.0,134.0,4.0,4.0,4.74
19043,5413,21442,2011,3.0,11.0,118.0,4.0,4.0,4.77
19044,5413,21443,2011,3.0,11.0,107.0,4.0,4.0,4.77
19045,5413,21444,2011,3.0,11.0,254.0,4.0,4.0,4.78
19046,5413,21445,2011,3.0,11.0,272.0,4.0,4.0,4.78
19047,5413,21446,2011,3.0,11.0,97.0,4.0,4.0,4.78
19048,5413,21447,2011,3.0,11.0,130.0,4.0,4.0,4.79
19049,5413,21448,2011,3.0,11.0,200.0,4.0,4.0,4.8
19050,5413,21449,2011,3.0,11.0,128.0,4.0,4.0,4.8
19051,5413,21450,2011,3.0,11.0,118.0,4.0,4.0,4.81
19052,5413,21451,2011,3.0,11.0,130.0,4.0,4.0,4.82
19053,5413,21452,2011,3.0,11.0,272.0,4.0,4.0,4.83
19054,5413,21453,2011,3.0,11.0,79.0,4.0,4.0,4.83
19067,5413,20884,2011,3.0,11.0,133.0,4.0,4.0,1.16
19068,5413,20885,2011,3.0,11.0,131.0,4.0,4.0,1.16
19070,5413,20887,2011,3.0,11.0,99.0,4.0,4.0,1.17
19071,5413,20888,2011,3.0,11.0,92.0,4.0,4.0,1.18
